Article ID,Title,Abstract,Title_p,Abstract_p,Date,contains_drug,contains_disease,contains_treatment,contains_symptom,contains_prevention,contains_healthcare_provider,contains_vaccine,contains_diagnosis
37704469,"Classification, risk stratification and response assessment in myelodysplastic ","The guidelines for classification, prognostication, and response assessment of ",classif risk stratif respons assess myelodysplast,guidelin classif prognost respons assess,2023-08-19,False,True,False,False,False,True,False,False
37704467,Breaking Through Calcific in-Stent Restenosis.,,break calcif restenosi,,2023-11-01,False,False,False,False,False,False,False,False
37704428,"Lipoproteins, Cholesterol, and Atherosclerotic Cardiovascular Disease in East ","One fifth of the world population live in East Asia comprising Japan, Korea, and ",lipoprotein cholesterol atherosclerot cardiovascular diseas east,one fifth world popul live east asia compris japan korea,2023-11-01,False,True,False,False,True,False,False,False
37704412,Single Coronary Artery with Severe Coronary Artery Disease and Aortic Valve ,Coronary artery malformations are rare in the clinic. When with severe ,singl coronari arteri sever coronari arteri diseas aortic valv,coronari arteri malform rare clinic sever,2023-09-30,False,True,True,False,False,False,False,True
37704411,A Comparison of Retrospective ECG-Gated CT and Surgical or Angiographical ,The best cardiac phases in retrospective ECG-gated CT for detecting an intimal ,comparison retrospect ct surgic angiograph,best cardiac phase retrospect ct detect intim,2023-09-30,False,True,False,False,False,False,False,False
37704410,The Relationship Between TIMI Flow and MAPH Score in Patients Undergoing Primary ,"The MAPH (mean platelet volume, age, total protein and hematocrit) score is a ",relationship timi flow maph score patient undergo primari,maph mean platelet volum age total protein hematocrit score,2023-09-30,False,False,False,False,False,False,False,True
37704409,Rhythm of Acute Aortic Syndrome in Northeastern China.,Acute aortic syndromes (AAS) are a series of life-threatening conditions of the ,rhythm acut aortic syndrom northeastern china,acut aortic syndrom aa seri condit,2023-09-30,False,True,False,False,True,False,False,False
37704408,Dynamic Changes in the Renal Function of Acute Myocardial Infarction Patients ,Renal dysfunction greatly influences decision-making for emergency percutaneous ,dynam chang renal function acut myocardi infarct patient,renal dysfunct greatli influenc emerg percutan,2023-09-30,False,True,False,False,False,False,False,False
37704407,Variability in Plasma Lipids Between Intensive Statin Therapy and ,Dyslipidemia has been widely recognized as a significant risk factor for coronary ,variabl plasma lipid intens statin therapi,dyslipidemia wide recogn signific risk factor coronari,2023-09-30,True,True,False,False,False,False,False,False
37704406,A Higher Estimated Glomerular Filtration Rate Is Associated with Better Survival ,Subjects with coronary artery disease (CAD) have myocardial ischemia and ,higher estim glomerular filtrat rate associ better surviv,subject coronari arteri diseas cad myocardi ischemia,2023-09-30,False,True,False,False,False,False,False,False
37704405,Clinical Outcomes of Patients with Chronic Kidney Disease Undergoing Percutaneous ,Dynamic coronary roadmap (DCR) is a novel technology that creates a real-time ,clinic outcom patient chronic kidney diseas undergo percutan,dynam coronari roadmap dcr novel technolog creat,2023-09-30,False,True,True,False,False,False,False,False
37704380,Differential Cardiovascular Outcomes of Each Antihypertensive Drug Class in ,PURPOSE: The preemptive use of renin-angiotensin system (RAS) inhibitors may ,differenti cardiovascular outcom antihypertens drug class,purpos preemptiv use system ra inhibitor may,,True,True,False,False,False,False,False,False
37704360,Association of the COVID-19 pandemic with bystander cardiopulmonary resuscitation ,,associ pandem bystand cardiopulmonari resuscit,,,False,False,False,False,False,False,False,False
37704344,Newborn Screening.,The goal of newborn screening is to identify medical conditions that can cause ,newborn screen,goal newborn screen identifi medic condit caus,,False,True,True,False,False,False,False,False
37704316,"Comprehensive Management of ANOCA, Part 2-Program Development, Treatment, and ",Centers specializing in coronary function testing are critical to ensure a ,comprehens manag anoca part develop treatment,center special coronari function test critic ensur,2023-09-19,False,False,True,True,False,False,False,True
37704315,"Comprehensive Management of ANOCA, Part 1-Definition, Patient Population, ",Angina with nonobstructive coronary arteries (ANOCA) is increasingly recognized ,comprehens manag anoca part patient popul,angina nonobstruct coronari arteri anoca increasingli recogn,2023-09-19,True,True,False,True,False,False,False,True
37704314,Transplant in Single Ventricle Physiology: The Fourth Stage?,,transplant singl ventricl physiolog fourth stage,,2023-09-19,False,True,False,False,False,False,False,False
37704313,Survival After Cardiac Transplantation in Adults With Single-Ventricle Congenital ,BACKGROUND: Without large-scale analyses of adults with single-ventricle ,surviv cardiac transplant adult congenit,background without analys adult,2023-09-19,False,True,False,False,False,False,False,False
37704311,20-Year Experience With Repair of Pulmonary Atresia or Stenosis and Major ,"BACKGROUND: We have followed a consistent, albeit evolving, strategy for the ",experi repair pulmonari atresia stenosi major,background follow consist albeit evolv strategi,2023-09-19,False,True,False,False,False,False,False,False
37704309,Association of Coronary Artery Calcium Detected by Routine Ungated CT Imaging ,BACKGROUND: Coronary artery calcium (CAC) is a strong predictor of cardiovascular ,associ coronari arteri calcium detect routin ungat ct imag,background coronari arteri calcium cac strong predictor cardiovascular,2023-09-19,False,True,False,False,True,False,False,False
37704308,Complete Coronary Revascularization: A New Strategy to Improve Clinical Outcomes ,,complet coronari revascular new strategi improv clinic outcom,,2023-09-19,False,True,False,False,False,False,False,False
37704301,Late Bleeding Events in Patients Undergoing Percutaneous Coronary Intervention in ,BACKGROUND: In patients undergoing percutaneous coronary intervention (PCI) in ,late bleed event patient undergo percutan coronari intervent,background patient undergo percutan coronari intervent pci,2023-09-11,False,True,True,False,False,False,False,False
37704297,Outcomes Based on Angiographic vs Functional Significance of Complex 3-Vessel ,"BACKGROUND: The functional SYNTAX score (FSS), which incorporates functional ",outcom base angiograph vs function signific complex,background function syntax score fss incorpor function,2023-09-11,False,True,True,False,False,False,False,False
37704294,CTO and Bifurcation Lesions: An Expert Consensus From the European Bifurcation ,Knowledge in the field of bifurcation lesions and chronic total occlusions (CTOs) ,cto bifurc lesion expert consensu european bifurc,knowledg field bifurc lesion chronic total occlus cto,2023-09-11,False,True,True,False,False,False,False,False
37704265,Focus on atrial fibrillation in specific clinical settings and on ,,focu atrial fibril specif clinic set,,2023-09-14,False,False,False,False,False,False,False,False
37704254,Heartbeat: a trend over the past 20 years towards decreased aortic stenosis ,,heartbeat trend past 20 year toward decreas aortic stenosi,,2023-09-13,False,True,False,False,False,False,False,False
37704204,The association between preoperative COVID-19-positivity and acute postoperative ,AIMS: This study aimed to investigate the risk of postoperative complications in ,associ preoper acut postop,aim studi aim investig risk postop complic,2023-09-14,False,True,False,False,False,False,False,False
37704177,Echocardiography assessment of right ventricular-pulmonary artery coupling: ,Right ventricular-pulmonary artery (RV-PA) coupling indicates efficiency of ,echocardiographi assess right arteri coupl,right arteri coupl indic effici,2023-09-11,False,True,False,False,False,False,False,True
37704161,Living-donor lobar lung transplantation.,Living-donor lobar lung transplantation (LDLLT) is indicated for critically ill ,lobar lung transplant,lobar lung transplant ldllt indic critic ill,2023-09-11,False,True,False,False,False,False,False,False
37704121,Orthosiphon aristatus (Blume) Miq. Extracts attenuate Alzheimer-like pathology ,ETHNOPHARMACOLOGICAL RELEVANCE: Orthosiphon aristatus (Blume) Miq. (OA) is a ,orthosiphon aristatu blume miq extract attenu patholog,ethnopharmacolog relev orthosiphon aristatu blume miq oa,2023-09-11,False,True,True,False,False,False,False,False
37704071,Outcomes of Oral Anticoagulation in Atrial Fibrillation Patients With or Without ,BACKGROUND: Many patients with atrial fibrillation suffer from comorbid vascular ,outcom oral anticoagul atrial fibril patient without,background mani patient atrial fibril suffer comorbid vascular,,True,True,True,False,True,False,False,False
37704049,Diagnostic trends of preoperative venous thromboembolism and its clinical ,BACKGROUND CONTEXT: Although the risk of postoperative venous thromboembolism ,diagnost trend preoper venou thromboembol clinic,background context although risk postop venou thromboembol,,False,True,False,False,False,False,False,False
37704021,Visualization of Patient-Generated Health Data: A Scoping Review of Dashboard ,BACKGROUND:  Patient-centered clinical decision support (PC CDS) aims to assist ,visual health data scope review dashboard,background clinic decis support pc cd aim assist,,False,True,False,False,False,False,False,False
37704005,Measurement of apixaban concentrations in different human biological fluids by ,BACKGROUND: Apixaban's technical sheet does not recommend its use in clinical ,measur apixaban concentr differ human biolog fluid,background apixaban technic sheet recommend use clinic,2023-09-01,True,True,False,False,False,False,False,False
37703947,Diagnostic and prognostic impact of new pathophysiology-based categorization of ,BACKGROUND: A new classification of type 1 and 2 myocardial infarction (MI) ,diagnost prognost impact new categor,background new classif type 1 2 myocardi infarct mi,,False,True,False,False,False,False,False,True
37703944,Variations and inconsistencies in venous ablation coverage policies between ,BACKGROUND: Vein ablation is a common and effective treatment for patients with ,variat inconsist venou ablat coverag polici,background vein ablat common effect treatment patient,2023-09-11,False,True,True,True,False,False,False,False
37703929,Afzelin protects against doxorubicin-induced cardiotoxicity by promoting the ,"BACKGROUND: Doxorubicin (DOX), a chemotherapeutic drug, could relieve the ",afzelin protect cardiotox promot,background doxorubicin dox chemotherapeut drug could reliev,2023-10-15,True,True,True,False,False,False,False,False
37703875,An immune cell atlas reveals the dynamics of human macrophage specification ,"Macrophages are heterogeneous and play critical roles in development and disease, ",immun cell atla reveal dynam human macrophag specif,macrophag heterogen play critic role develop diseas,2023-09-28,False,True,False,False,False,False,False,False
37703801,Thromboembolic and bleeding complications during interruptions and after ,BACKGROUND AND AIMS: Cancer provides challenges to the continuity of ,thromboembol bleed complic interrupt,background aim cancer provid challeng continu,,True,False,True,False,False,False,False,False
37703787,Compound c17 alleviates inflammatory cardiomyopathy in streptozotocin-induced ,BACKGROUND: Diabetic cardiomyopathy (DCM) is a common complication of diabetes ,compound c17 allevi inflammatori cardiomyopathi,background diabet cardiomyopathi dcm common complic diabet,,True,True,True,False,False,False,False,False
37703782,Evidence for gait improvement with robotic-assisted gait training of children ,BACKGROUND: Cerebral palsy (CP) is a group of neuromotor diseases that develops ,evid gait improv gait train children,background cerebr palsi cp group neuromotor diseas develop,2023-09-01,False,True,True,False,False,False,False,False
37703773,Heart rate variability and cardiovascular risk factors in patients with ,BACKGROUND: It is established that the risk of cardiovascular disease (CVD) is ,heart rate variabl cardiovascular risk factor patient,background establish risk cardiovascular diseas cvd,,False,True,False,False,False,False,False,False
37703724,Screening for health-related quality of life and its determinants in Fabry ,BACKGROUND: Fabry disease (FD) is a rare X-linked lysosomal storage disorder ,screen qualiti life determin fabri,background fabri diseas fd rare lysosom storag disord,,True,True,True,False,False,False,False,True
37703718,Enhanced external counterpulsation treatment regulates blood flow and wall shear ,"As a non-invasive assisted circulation therapy, enhanced external ",enhanc extern counterpuls treatment regul blood flow wall shear,assist circul therapi enhanc extern,,False,True,True,False,False,False,False,False
37703711,Fluid-structure interactions of peripheral arteries using a coupled in silico and ,Vascular compliance is considered both a cause and a consequence of ,interact peripher arteri use coupl silico,vascular complianc consid caus consequ,,False,True,False,False,False,False,False,False
37703680,Gender Differences in Long-Term Outcomes of Young Patients Who Underwent ,Young patients who underwent percutaneous coronary intervention (PCI) have shown ,gender differ outcom young patient underw,young patient underw percutan coronari intervent pci shown,2023-11-01,False,True,True,False,False,False,False,False
37703679,An Evidence-Based Approach to Anticoagulation Therapy Comparing Direct Oral ,Direct oral anticoagulants (DOACs) are a newer class of anticoagulants that ,approach anticoagul therapi compar direct oral,direct oral anticoagul doac newer class anticoagul,2023-11-01,True,False,True,False,True,False,False,False
37703678,Baseline Characteristics and 3-Year Outcome of Nonvalvular Atrial Fibrillation ,Direct oral anticoagulants (DOACs) represent the cornerstone therapy for ,baselin characterist outcom nonvalvular atrial fibril,direct oral anticoagul doac repres cornerston therapi,2023-11-01,True,True,False,False,True,True,False,False
37703629,Effects of MIdazolam versus MOrphine in acute cardiogenic pulmonary edema and ,AIMS: Chronic obstructive pulmonary disease (COPD) is an important comorbidity in ,effect midazolam versu morphin acut cardiogen pulmonari edema,aim chronic obstruct pulmonari diseas copd import comorbid,,False,True,False,False,False,False,False,False
37703621,Changes in disease-related knowledge and educational needs of patients with ,OBJECTIVE: To describe changes in the disease-related knowledge and educational ,chang knowledg educ need patient,object describ chang knowledg educ,,False,True,True,False,False,False,False,True
37703577,Central venous-to-arterial CO(2) difference as a biomarker of outcome in children ,"BACKGROUND: In congenital heart surgery, low cardiac output syndrome (LCOS) is a ",central co 2 differ biomark outcom children,background congenit heart surgeri low cardiac output syndrom lco,,False,True,False,False,False,False,False,False
37703553,Arterial oxygen saturation in healthy Mexican full-term newborns at different ,BACKGROUND: Arterial oxygen saturation (S(a)O(2)) values are used to make ,arteri oxygen satur healthi mexican newborn differ,background arteri oxygen satur 2 valu use make,,False,True,False,False,False,False,False,False
37703509,Approach to Clinical Trials for the Prevention of Pulmonary Fibrosis.,,approach clinic trial prevent pulmonari fibrosi,,2023-09-13,False,True,False,False,True,False,False,False
37703432,A Cost-Effectiveness Analysis of Azithromycin for the Prevention of Acute ,OBJECTIVE: Daily oral azithromycin therapy can reduce the risk of acute ,analysi azithromycin prevent acut,object daili oral azithromycin therapi reduc risk acut,2023-09-13,False,True,True,True,True,False,False,False
37703359,Therapeutic blockade of ER stress and inflammation prevents NASH and progression ,The incidence of hepatocellular carcinoma (HCC) is rapidly rising largely because ,therapeut blockad er stress inflamm prevent nash progress,incid hepatocellular carcinoma hcc rapidli rise larg,2023-09-15,True,True,True,False,True,False,False,False
37703330,"Accelerometer Metrics: Healthy Adult Reference Values, Associations with ",PURPOSE: Accelerometer-assessed physical activity (PA) can be summarised using ,acceleromet metric healthi adult refer valu associ,purpos physic activ pa summaris use,2023-09-13,False,True,False,False,False,False,False,False
37703326,Real-world evidence on the association between cardiac implantable electronic ,AIMS: An infection following cardiac implantable electronic device (CIED) ,evid associ cardiac implant electron,aim infect follow cardiac implant electron devic cie,2023-08-02,False,True,False,False,False,False,False,True
37703323,Using Machine Learning-Based Algorithms to Identify and Quantify Exercise ,INTRODUCTION: Well-trained staff is needed to interpret cardiopulmonary exercise ,use machin algorithm identifi quantifi exercis,introduct staff need interpret cardiopulmonari exercis,2023-09-13,False,True,False,False,False,False,False,False
37703231,A population-based study exploring phenotypic clusters and clinical outcomes in ,"Individuals developing stroke have varying clinical characteristics, demographic, ",studi explor phenotyp cluster clinic outcom,individu develop stroke vari clinic characterist demograph,,False,True,False,False,False,False,False,False
37703105,Right Ventricular Function and Exercise Tolerance in Patients with ST-Elevation ,"BACKGROUND: Following ST-segment elevation myocardial infarction (STEMI), ",right ventricular function exercis toler patient,background follow elev myocardi infarct stemi,,False,False,False,False,False,False,False,False
37703083,Improvement in Lung Clearance Index and Chest Computed Tomography Scores with ,Rationale: Clinical trials have shown that use of ,improv lung clearanc index chest comput tomographi score,rational clinic trial shown use,2023-11-01,True,True,True,False,False,False,False,False
37703036,Fractional Flow Reserve-Negative High-Risk Plaques and Clinical Outcomes After ,IMPORTANCE: Even after fractional flow reserve (FFR)-guided complete ,fraction flow plaqu clinic outcom,import even fraction flow reserv ffr complet,2023-11-01,False,False,True,False,False,False,False,False
37703011,Simultaneous vs Staged Cardiac Intervention in High-Acuity Liver Transplant.,,simultan vs stage cardiac intervent liver transplant,,2023-11-01,False,True,True,False,False,False,False,False
37703007,Long-Term Quality of Life After Out-of-Hospital Cardiac Arrest.,IMPORTANCE: Allocating resources to increase survival after cardiac arrest ,qualiti life cardiac arrest,import alloc resourc increas surviv cardiac arrest,2023-11-01,False,False,False,True,False,False,False,False
37703006,Longer-Term Efficacy and Safety of Evinacumab in Patients With Refractory ,IMPORTANCE: Patients with refractory hypercholesterolemia who do not achieve ,efficaci safeti evinacumab patient refractori,import patient refractori hypercholesterolemia achiev,2023-11-01,True,True,True,False,False,False,False,False
37702929,Pediatric hypertension caused by congenital abdominal aortic stenosis: A case ,We confirm that the cause of hypertension in this pediatric patient is congenital ,pediatr hypertens caus congenit abdomin aortic stenosi case,confirm caus hypertens pediatr patient congenit,,False,True,False,False,False,False,False,False
37702920,"Assessment of symptoms in COMET-ICE, a phase 2/3 study of sotrovimab for early ",BACKGROUND: The COMET-ICE trial demonstrated that sotrovimab clinically and ,assess symptom phase studi sotrovimab earli,background trial demonstr sotrovimab clinic,2023-09-13,False,True,True,True,False,False,False,False
37702877,Predictive biomarkers for the early detection and management of heart failure.,Cardiovascular disease (CVD) is a serious public health concern whose incidence ,predict biomark earli detect manag heart failur,cardiovascular diseas cvd seriou public health concern whose incid,2023-09-13,False,True,True,False,False,False,False,True
37702856,Correction to: Impact of 2021 ESC Guidelines for Cardiovascular Disease ,,correct impact 2021 esc guidelin cardiovascular diseas,,,False,True,False,False,True,False,False,False
37702855,Higher triglyceride levels are associated with the higher prevalence of layered ,High triglyceride (TG) levels have been recognized as a risk factor for ,higher triglycerid level associ higher preval layer,high triglycerid tg level recogn risk factor,2023-09-13,False,True,False,False,False,False,False,False
37702812,Effect of in-patient cardiac rehabilitation at rehabilitation hospital for ,The effectiveness of cardiac rehabilitation (CR) in patients with cardiovascular ,effect cardiac rehabilit rehabilit hospit,effect cardiac rehabilit cr patient cardiovascular,2023-09-13,False,True,False,False,False,False,False,False
37702779,[Procedure after successful cardiopulmonary resuscitation-Cooling or no more ,"Approximately 84 out of 100,000 inhabitants in Europe suffer from an out of ",procedur success cardiopulmonari,approxim 84 inhabit europ suffer,,False,False,True,False,True,False,False,False
37702776,Predictive Factors for Delayed Gastric Emptying After Pancreatoduodenectomy: A ,BACKGROUND: Delayed gastric emptying (DGE) is a common complication after ,predict factor delay gastric empti pancreatoduodenectomi,background delay gastric empti dge common complic,2023-09-13,False,True,False,False,False,False,False,False
37702769,Susceptibility of SARS-CoV2 infection in children.,Coronavirus disease 2019 in children presents with distinct phenotype in ,suscept infect children,coronaviru diseas 2019 children present distinct phenotyp,,False,True,False,False,False,False,True,False
37702676,Acute Heart Failure due to Pulmonary Aspergillus Fumigatus and Cryptococcus ,BACKGROUND: Current studies have reported that it is rare for the coronavirus ,acut heart failur due pulmonari aspergillu fumigatu cryptococcu,background current studi report rare coronaviru,2023-09-01,False,True,True,False,False,False,False,True
37702630,The International Association for the Study of Lung Cancer Thymic Epithelial ,"INTRODUCTION: In 2014, a TNM-based system for thymic epithelial tumors was ",intern associ studi lung cancer thymic epitheli,introduct 2014 system thymic epitheli tumor,,False,True,False,False,False,False,False,False
37702601,Clinical characteristics associated with recurrent viral RNA positivity in ,Many studies have shown that recovered coronavirus disease 2019 (COVID-19) ,clinic characterist associ recurr viral rna posit,mani studi shown recov coronaviru diseas 2019,2023-09-11,False,True,False,True,False,False,False,False
37702595,Mean arterial pressure and mortality in patients with heart failure: a ,BACKGROUND: It is commonly observed that a higher target of mean arterial ,mean arteri pressur mortal patient heart failur,background commonli observ higher target mean arteri,2023-12-01,False,True,True,False,True,False,False,False
37702585,The Cardiovascular System in Cardiogenic Shock: Insight From a Cardiovascular ,,cardiovascular system cardiogen shock insight cardiovascular,,2023-11-01,False,False,False,False,False,False,False,False
37702581,Multiple organ dysfunction after mitral valve replacement in a patient with ,This case report describes a 47-year-old woman with systemic lupus erythematosus ,multipl organ dysfunct mitral valv replac patient,case report describ woman system lupu erythematosu,,False,False,True,True,False,False,False,True
37702447,DNMT1-induced miR-133b suppression via methylation promotes myocardial fibrosis ,Myocardial fibrosis is an underlying cause of many cardiovascular diseases. Novel ,suppress via methyl promot myocardi fibrosi,myocardi fibrosi underli caus mani cardiovascular diseas novel,,False,True,True,False,False,False,False,False
37702402,High-dose IV magnesium in mesothelioma patients receiving surgery with ,INTRODUCTION: Hyperthermic intraoperative cisplatin (HIOC) is associated with ,iv magnesium mesothelioma patient receiv surgeri,introduct hypertherm intraop cisplatin hioc associ,,True,False,False,False,False,False,False,False
37702389,Use of serum osmolality to identify heart disease stage in dogs and relationship ,BACKGROUND: Heart failure-associated hypochloremia can be depletional from ,use serum osmol identifi heart diseas stage dog relationship,background heart hypochloremia deplet,,False,True,False,False,False,False,False,False
37702348,Missed opportunities in the diagnosis of heart failure: a real-world assessment.,AIMS: Heart failure (HF) is a leading cause of hospitalization worldwide. An ,miss opportun diagnosi heart failur assess,aim heart failur hf lead caus hospit worldwid,2023-09-13,True,True,True,True,False,True,False,True
37702313,Heart failure patients with improved ejection fraction: Insights from the MECKI ,AIMS: Improvement of left ventricular ejection fraction is a major goal of heart ,heart failur patient improv eject fraction insight mecki,aim improv left ventricular eject fraction major goal heart,2023-09-13,False,True,True,False,False,False,False,False
37702311,From prediction to prevention: The role of heart failure risk models: Heart to ,,predict prevent role heart failur risk model heart,,,False,False,False,False,True,False,False,False
37702310,Assessing the association between genetic and phenotypic features of dilated ,AIMS: To examine the relevance of genetic and cardiovascular magnetic resonance ,assess associ genet phenotyp featur dilat,aim examin relev genet cardiovascular magnet reson,2023-09-13,False,True,False,False,False,False,False,False
37702292,When and how? Two simple questions to determine cancer status and inform ,,two simpl question determin cancer statu inform,,,True,False,False,False,False,False,False,False
37702280,"Prevalence, Associated Factors, and Echocardiographic Estimation of Left Atrial ",Background Elevated left atrial (LA) pressure predisposes individuals to the ,preval associ factor echocardiograph estim left atrial,background elev left atrial la pressur predispos individu,2023-09-19,False,False,False,False,False,False,False,True
37702265,SGLT2 inhibitors; suggested mechanism of actions in supporting post-myocardial ,,sglt2 inhibitor suggest mechan action support,,,False,False,False,False,False,False,False,False
37702241,Role of Vitamins in Cardiovascular Health: Know Your Facts - Part 1.,Cardiovascular (CV) disease (CVD) is a major cause of morbidity and mortality ,role vitamin cardiovascular health know fact part 1,cardiovascular cv diseas cvd major caus morbid mortal,2023-09-12,False,True,False,False,True,False,False,False
37702223,Consequences of different cut-off values for high-sensitivity cardiac troponin ,Aim: This study aims to enhance prehospital risk assessment for suspected ,consequ differ valu cardiac troponin,aim studi aim enhanc prehospit risk assess suspect,,False,False,False,False,False,False,False,True
37702215,Recessive mutation on mouse chromosome 13 associated with abnormal hair texture ,An autosomal recessive mutation (aht) associated with abnormal hair texture and ,recess mutat mous chromosom 13 associ abnorm hair textur,autosom recess mutat aht associ abnorm hair textur,,False,True,False,False,False,False,False,False
37702150,"Ping-pong snaring of a totally dislodged stent across left main ostium: ""All is ",Undeployed stent loss is a rare but potentially serious complication of ,snare total dislodg stent across left main ostium,undeploy stent loss rare potenti seriou complic,,False,True,True,False,False,False,False,False
37702140,Association of leadless pacing with ventricular and valvular function.,BACKGROUND: Traditional transvenous pacemakers are associated with worsening ,associ leadless pace ventricular valvular function,background tradit transven pacemak associ worsen,,False,True,False,False,False,False,False,False
37702137,Association of Socioeconomic Status With Life's Essential 8 Varies by Race and ,Background The American Heart Association's Life's Essential 8 (LE8) are 8 risk ,associ socioeconom statu life essenti 8 vari race,background american heart associ life essenti 8 le8 8 risk,2023-09-19,False,True,False,False,True,False,False,False
37702135,Prospective validation of a risk score to predict pacemaker implantation after ,INTRODUCTION: The need for pacemaker is a common complication after transcatheter ,prospect valid risk score predict pacemak implant,introduct need pacemak common complic transcathet,,False,False,True,False,False,False,False,False
37702117,Prognostic significance of the SYNTAX score and SYNTAX score II in patients with ,OBJECTIVES: We aimed to evaluate the prognostic significance of the SYNTAX score ,prognost signific syntax score syntax score ii patient,object aim evalu prognost signific syntax score,,False,True,True,False,False,False,False,False
37702092,Association Between Onset of Type 2 Diabetes and Risk of Atrial Fibrillation in ,Background The association between the onset of type 2 diabetes (T2D) and atrial ,associ onset type 2 diabet risk atrial fibril,background associ onset type 2 diabet t2d atrial,2023-09-19,False,False,False,False,False,False,False,True
37702090,Sex-Specific Associations of Obstructive Sleep Apnea Risk With Patient ,Background Though associations between obstructive sleep apnea (OSA) and ,associ obstruct sleep apnea risk patient,background though associ obstruct sleep apnea osa,2023-09-19,False,True,False,True,False,False,False,True
37702079,"Long-Term Efficacy, Safety, and Tolerability of Alirocumab in 8242 Patients ",,efficaci safeti toler alirocumab 8242 patient,,2023-09-19,False,True,False,False,True,False,False,False
37702068,Neighborhood Social Vulnerability and Interstage Weight Gain: Evaluating the Role ,Background Poor interstage weight gain is a risk factor for adverse outcomes in ,neighborhood social vulner interstag weight gain evalu role,background poor interstag weight gain risk factor advers outcom,2023-09-19,False,True,False,False,False,False,False,True
37702061,Deletion of Endothelial TRPV4 Protects Heart From Pressure Overload-Induced ,"BACKGROUND: Left ventricular hypertrophy is a bipolar response, starting as an ",delet endotheli trpv4 protect heart pressur,background left ventricular hypertrophi bipolar respons start,,False,True,False,False,False,False,False,False
37702058,Zymosan A Improved Doxorubicin-Induced Ventricular Remodeling by Evoking ,Background Doxorubicin-induced myocardial injury is reflected by the presence of ,zymosan improv ventricular remodel evok,background myocardi injuri reflect presenc,2023-09-19,False,True,False,False,False,False,False,False
37702054,Long-Term Exposure to Ambient PM(2.5) and Hospitalizations for Myocardial ,Background Air pollution has been recognized as an untraditional risk factor for ,exposur ambient pm hospit myocardi,background air pollut recogn untradit risk factor,2023-09-19,False,False,False,False,False,False,False,False
37702049,From Manual to Modern: Accelerating Health Care Transformation With Automatized ,,manual modern acceler health care transform automat,,,False,True,False,False,True,False,False,False
37702048,"Global Cardio Oncology Registry (G-COR): Registry Design, Primary Objectives, and ",BACKGROUND: Global collaboration in cardio-oncology is needed to understand the ,global cardio oncolog registri registri design primari object,background global collabor need understand,,False,True,False,False,False,False,False,True
37702041,Lipoprotein(a) Testing Trends in a Large Academic Health System in the United ,"Background Despite its high prevalence and clinical significance, clinical ",lipoprotein test trend larg academ health system unit,background despit high preval clinic signific clinic,2023-09-19,False,True,False,False,True,False,False,True
37702023,Precision epigenetics provides a scalable pathway for improving coronary heart ,Coronary heart disease (CHD) is the world's leading cause of death. Up to 90% of ,precis epigenet provid scalabl pathway improv coronari heart,coronari heart diseas chd world lead caus death 90,,False,True,True,False,True,False,False,True
37701977,Increasing Donor-Recipient Weight Mismatch in Infant Heart Transplantation is ,OBJECTIVE: Infants awaiting paediatric heart transplantation (PHT) experience ,increas weight mismatch infant heart transplant,object infant await paediatr heart transplant pht experi,2023-09-13,False,True,False,False,False,False,False,False
37701967,"Low-carbohydrate diet and risk of cardiovascular disease, cardiovascular and ",Background: Evidence for the long-term health effect of low-carbohydrate diets ,diet risk cardiovascular diseas cardiovascular,background evid health effect diet,2023-10-02,False,True,False,False,False,False,False,False
37701944,Protective effect of vitamin B(6) against doxorubicin-induced cardiotoxicity by ,"Doxorubicin (DOX) has been used to treat various types of cancer, but its ",protect effect vitamin b 6 cardiotox,doxorubicin dox use treat variou type cancer,,True,False,False,False,True,False,False,False
37701924,Wild-type transthyretin amyloid cardiomyopathy: expect the unexpected-a case ,BACKGROUND: General interest and incidence are increasing in wild-type ,transthyretin amyloid cardiomyopathi expect case,background gener interest incid increas,,False,True,True,True,False,False,False,True
37701686,Historical changes in surgical strategy and complication management for hepatic ,Echinococcosis is a zoonotic parasitic disease caused by Escherichia larvae. It ,histor chang surgic strategi complic manag hepat,echinococcosi zoonot parasit diseas caus escherichia larva,2023-08-27,False,True,True,False,False,False,False,True
37701668,Dermatologic adverse effect of subcutaneous furosemide administration in a cat.,BACKGROUND: Furosemide is a mainstay of treatment in congestive heart failure ,dermatolog advers effect subcutan furosemid administr cat,background furosemid mainstay treatment congest heart failur,,True,True,True,False,True,False,False,False
37701636,Add-on soft electronic interfaces for continuous cuffless blood pressure ,Continuous monitoring of arterial blood pressure is clinically important for the ,soft electron interfac continu cuffless blood pressur,continu monitor arteri blood pressur clinic import,2023-08-11,False,True,False,False,False,False,False,True
37701488,A case of syncope in a villager with hypertrophic cardiomyopathy after hydrogen ,BACKGROUND: Hydrogen sulfide is a toxic substance that humans can be exposed to ,case syncop villag hypertroph cardiomyopathi hydrogen,background hydrogen sulfid toxic substanc human expos,,False,True,False,True,False,False,False,False
37701451,Decellularized heart extracellular matrix alleviates activation of hiPSC-derived ,Human induced pluripotent stem cell derived cardiac fibroblasts (hiPSC-CFs) play ,decellular heart extracellular matrix allevi activ,human induc pluripot stem cell deriv cardiac fibroblast play,,False,True,False,False,False,False,False,False
37701433,Identification and validation of key biomarkers based on RNA methylation genes in ,"BACKGROUND: RNA methylation is closely involved in immune regulation, but its ",identif valid key biomark base rna methyl gene,background rna methyl close involv immun regul,,False,True,True,False,False,False,False,True
